PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
9055,22,Female,USA,RPG,12.81893093,1,Easy,8,46,8,0,Medium
9056,28,Male,USA,Simulation,7.181065651,0,Easy,8,139,20,1,Medium
9057,37,Male,USA,Simulation,1.321635145,1,Easy,15,36,88,36,Medium
9058,35,Male,USA,Simulation,21.68627463,0,Easy,15,148,73,43,High
9059,30,Female,USA,Strategy,15.15413864,0,Easy,9,153,46,19,Medium
9060,32,Male,USA,Action,12.55512157,0,Hard,11,138,27,13,High
9061,38,Female,USA,Strategy,19.46356366,0,Medium,19,155,35,30,High
9062,40,Female,Europe,Simulation,3.529623978,0,Easy,2,94,76,42,Medium
9063,39,Male,Other,Action,20.85593529,0,Hard,16,140,10,16,High
9064,43,Male,Other,Sports,14.627357,0,Easy,1,16,38,43,Low
9065,29,Female,USA,Simulation,17.00264693,1,Easy,16,135,80,43,High
9066,15,Female,USA,Simulation,14.89617752,0,Easy,6,49,58,42,Medium
9067,39,Female,Other,Sports,19.75297185,0,Medium,7,46,26,47,Medium
9068,21,Female,Europe,Action,19.0253094,0,Easy,13,30,3,40,Medium
9069,23,Male,Other,Simulation,13.7246485,1,Medium,17,167,72,24,High
9070,38,Female,Europe,Action,20.16071101,0,Easy,13,79,29,32,Medium
9071,15,Male,Asia,Strategy,18.85035866,0,Medium,7,111,45,2,Medium
9072,22,Male,Europe,RPG,12.08218179,1,Easy,7,79,46,32,Medium
9073,38,Female,Europe,Strategy,2.262378869,0,Medium,12,131,12,37,High
9074,25,Male,Europe,RPG,20.81294908,1,Easy,19,109,91,48,High
9075,31,Male,USA,Simulation,9.009114579,0,Easy,14,106,23,1,High
9076,22,Male,Asia,Strategy,19.66355595,1,Medium,3,29,9,30,Low
9077,49,Male,USA,Strategy,18.53536572,1,Easy,0,83,15,4,Low
9078,49,Female,USA,Sports,2.040757121,1,Easy,12,70,33,33,Medium
9079,47,Male,Asia,RPG,6.534987239,0,Easy,10,14,15,25,Low
9080,19,Female,Europe,RPG,19.86081236,1,Easy,1,139,24,0,Low
9081,42,Male,USA,Simulation,13.98102648,0,Medium,12,34,14,15,Medium
9082,21,Male,USA,Sports,7.743327855,0,Easy,5,77,40,38,Medium
9083,23,Male,USA,Sports,3.799376062,1,Easy,12,41,73,10,Medium
9084,22,Male,USA,RPG,10.39151841,0,Easy,19,102,14,24,High
9085,26,Male,USA,Sports,15.07465365,0,Medium,4,117,4,49,Medium
9086,48,Female,Asia,Action,8.4576517,1,Easy,3,122,89,24,Medium
9087,47,Male,Europe,Simulation,14.43220152,0,Hard,18,14,78,4,Low
9088,37,Male,USA,Strategy,19.50170792,0,Medium,11,147,40,49,High
9089,38,Male,Europe,RPG,6.496475465,1,Medium,8,107,11,7,Medium
9090,49,Male,USA,Sports,2.149495213,0,Medium,14,36,59,35,Medium
9091,36,Male,USA,Sports,4.313328381,0,Easy,1,73,76,15,Low
9092,41,Female,Europe,Sports,5.694275828,1,Easy,7,12,77,28,Low
9093,49,Male,Asia,Simulation,3.109332626,0,Easy,0,99,80,42,Low
9094,15,Male,Asia,Strategy,9.744040837,1,Hard,4,32,33,42,Low
9095,49,Male,Europe,Sports,7.838044518,0,Easy,19,126,3,14,High
9096,28,Male,USA,Strategy,9.208410715,1,Medium,1,84,61,39,Low
9097,17,Male,Europe,Strategy,8.644038309,0,Easy,3,117,1,11,Medium
9098,15,Female,Europe,Simulation,5.970601392,0,Easy,11,55,54,37,Medium
9099,19,Female,USA,Sports,15.37717222,0,Hard,14,93,65,42,High
9100,40,Male,Europe,Sports,5.805040224,0,Medium,5,40,89,29,Medium
9101,28,Female,Europe,Strategy,22.35082463,0,Hard,11,109,53,18,Medium
9102,41,Male,Europe,Sports,7.648375781,0,Easy,2,33,54,33,Low
9103,23,Female,Europe,Simulation,22.87669254,0,Medium,8,91,38,14,Medium
9104,29,Female,Other,Sports,4.557998876,0,Easy,16,36,22,36,Medium
9105,29,Male,Europe,Sports,2.067384129,1,Easy,15,101,73,45,High
9106,40,Male,Asia,Sports,7.383373196,0,Easy,15,24,56,17,Medium
9107,27,Male,Other,Simulation,7.733396193,0,Hard,17,72,45,48,Medium
9108,46,Male,Asia,Strategy,19.40450332,1,Medium,9,127,75,32,Medium
9109,46,Male,Other,Strategy,18.55396821,0,Easy,12,96,2,21,Medium
9110,18,Female,Asia,Sports,4.456026911,0,Easy,16,121,10,35,High
9111,44,Male,USA,Simulation,22.14322251,0,Hard,7,60,5,30,Medium
9112,37,Male,USA,Sports,8.499982201,0,Medium,18,145,88,15,High
9113,29,Female,USA,Simulation,23.6946066,0,Medium,3,51,72,44,Low
9114,43,Female,USA,Simulation,23.16525261,0,Easy,14,96,42,47,High
9115,27,Male,USA,Strategy,6.549913699,0,Hard,18,111,34,9,High
9116,46,Female,Asia,Action,10.82559834,0,Medium,12,142,24,18,High
9117,21,Female,USA,Action,20.27765234,1,Easy,17,142,12,20,High
9118,36,Male,Asia,RPG,7.245611011,0,Easy,3,69,52,14,Low
9119,42,Male,Other,RPG,10.7769159,0,Medium,7,154,23,19,Medium
9120,16,Female,USA,Action,4.622791147,1,Easy,17,149,48,14,High
9121,20,Female,USA,Strategy,11.92937855,0,Medium,11,75,69,25,Medium
9122,42,Male,Asia,RPG,6.56679434,0,Hard,15,17,19,43,Low
9123,42,Male,USA,Action,2.7313182,0,Medium,17,62,77,35,Medium
9124,34,Female,USA,Strategy,16.59168748,0,Medium,13,124,35,43,High
9125,44,Female,USA,RPG,8.583797273,0,Medium,11,34,8,11,Medium
9126,25,Female,USA,RPG,12.76314009,0,Medium,7,108,76,1,Medium
9127,42,Female,Asia,Action,13.29775219,0,Easy,19,157,85,7,High
9128,39,Female,Europe,RPG,14.17375566,0,Easy,15,108,49,32,High
9129,47,Female,USA,Strategy,18.49464367,0,Easy,2,65,92,45,Medium
9130,15,Female,Europe,Action,17.22387982,1,Hard,5,94,76,14,Medium
9131,41,Female,USA,Strategy,18.22465546,0,Medium,1,70,5,43,Low
9132,27,Male,USA,RPG,19.48783441,0,Medium,16,154,13,27,High
9133,17,Female,Europe,Strategy,9.483212067,0,Medium,7,78,54,36,Medium
9134,20,Male,Europe,Sports,19.04746115,0,Easy,18,14,49,5,Low
9135,22,Male,USA,Simulation,8.612156615,1,Hard,13,21,58,19,Low
9136,41,Male,Asia,RPG,9.987578341,0,Easy,1,124,15,24,Low
9137,23,Male,Asia,Sports,21.6563826,0,Easy,7,45,45,42,Medium
9138,47,Male,Other,Simulation,16.20930715,0,Medium,6,62,96,40,Medium
9139,38,Female,Europe,Action,5.990720486,1,Medium,7,43,72,16,Medium
9140,29,Female,USA,Simulation,15.97376257,0,Easy,1,69,81,14,Low
9141,46,Female,Asia,Action,3.683183598,0,Easy,19,42,64,31,Medium
9142,46,Female,USA,Sports,6.252455837,1,Hard,8,103,54,36,Medium
9143,38,Male,USA,Simulation,1.348544165,1,Hard,3,124,82,4,Medium
9144,26,Male,Asia,RPG,16.3317282,1,Hard,16,52,87,2,Medium
9145,16,Male,Other,Sports,22.75543558,1,Easy,12,132,4,4,High
9146,17,Male,USA,Simulation,22.39702641,0,Easy,17,105,60,37,High
9147,31,Female,USA,Strategy,19.39030955,0,Easy,11,27,23,13,Low
9148,16,Male,Europe,Strategy,3.844683182,0,Hard,3,159,8,44,Low
9149,16,Male,Other,Action,20.2563316,0,Easy,9,19,95,31,Medium
9150,42,Male,Europe,Sports,0.069643258,0,Hard,18,117,40,0,High
9151,37,Male,Asia,Strategy,21.99256343,0,Easy,9,138,13,19,Medium
9152,46,Male,Other,Simulation,16.8953852,0,Hard,0,140,95,46,Low
9153,47,Female,Europe,RPG,4.200586154,1,Hard,19,70,49,44,High
9154,15,Male,Asia,Action,13.5412518,0,Easy,8,39,45,45,Medium
9155,33,Male,Europe,Simulation,15.04720214,0,Easy,11,92,39,43,Medium
9156,16,Male,Europe,Action,6.435447233,0,Easy,9,50,82,18,Medium
9157,40,Female,Europe,Strategy,20.42787245,0,Medium,3,138,36,30,Medium
9158,46,Male,Europe,Sports,12.30631718,1,Medium,11,179,91,4,High
9159,20,Male,Europe,RPG,13.54598429,1,Hard,12,135,66,49,High
9160,46,Male,Europe,Strategy,21.26668304,0,Easy,18,164,26,41,High
9161,18,Female,Europe,Sports,15.71180356,0,Easy,11,90,2,5,Medium
9162,25,Female,USA,RPG,14.15971047,0,Easy,8,110,33,28,Medium
9163,31,Male,Europe,Sports,3.022654035,0,Hard,12,103,80,13,High
9164,38,Female,USA,Strategy,13.00004809,0,Medium,0,146,4,13,Low
9165,19,Male,USA,RPG,21.93431701,1,Medium,10,30,55,9,Low
9166,48,Male,Asia,Simulation,14.55648156,0,Medium,15,133,32,25,High
9167,20,Male,USA,Strategy,6.831045096,0,Hard,4,166,81,31,Medium
9168,36,Male,Europe,Action,19.89311377,0,Easy,11,142,61,48,High
9169,25,Female,Asia,RPG,10.42417873,0,Medium,13,102,7,40,Medium
9170,30,Female,Europe,Sports,1.899978615,0,Easy,5,144,79,13,Medium
9171,47,Male,USA,Strategy,11.59711868,0,Medium,15,67,83,27,Medium
9172,23,Male,USA,Sports,18.27652465,1,Medium,9,105,56,39,Medium
9173,20,Male,USA,Simulation,22.04439233,0,Medium,4,98,67,26,Medium
9174,30,Male,USA,Sports,15.94849,0,Medium,14,89,67,14,Medium
9175,43,Female,USA,Strategy,20.12914668,0,Medium,3,80,5,41,Low
9176,17,Female,Europe,RPG,17.99318056,1,Easy,6,24,49,1,Low
9177,34,Female,USA,Strategy,4.372198465,1,Easy,16,31,20,20,Medium
9178,33,Male,Other,Action,23.62004129,0,Hard,19,105,3,37,High
9179,40,Female,Europe,Action,1.354730944,0,Easy,16,47,61,7,Medium
9180,17,Male,Europe,Sports,6.574572254,0,Easy,18,20,23,19,Medium
9181,33,Female,Europe,Sports,18.32174363,0,Easy,6,149,16,17,Medium
9182,34,Male,Europe,Strategy,3.216007888,0,Easy,13,50,10,2,Medium
9183,46,Male,Europe,Sports,13.63172968,0,Easy,14,10,64,39,Low
9184,21,Male,Asia,Sports,15.13612279,0,Easy,9,116,62,3,Medium
9185,47,Male,Asia,Sports,16.49947649,0,Easy,15,152,36,5,High
9186,32,Female,Europe,RPG,3.855619618,0,Medium,14,128,79,24,High
9187,15,Female,Other,Action,4.97879883,1,Hard,16,65,74,23,Medium
9188,25,Female,Europe,RPG,2.974934187,0,Easy,1,71,49,48,Low
9189,42,Male,USA,Strategy,4.110147347,0,Easy,12,90,67,35,Medium
9190,39,Male,USA,Simulation,19.99260067,0,Medium,16,151,64,36,High
9191,37,Female,USA,Action,2.729469336,0,Easy,4,121,14,11,Medium
9192,45,Female,Other,Strategy,9.634591876,1,Easy,5,48,84,15,Low
9193,44,Male,USA,Sports,0.370248049,1,Easy,19,55,29,30,Medium
9194,49,Female,USA,Simulation,18.32551883,0,Hard,9,45,68,49,Medium
9195,21,Female,Asia,Simulation,22.97264608,0,Medium,10,111,52,23,Medium
9196,30,Female,USA,Simulation,7.184139994,1,Easy,2,12,62,40,Low
9197,40,Male,USA,RPG,7.317818789,1,Hard,6,36,39,24,Low
9198,16,Female,Asia,Strategy,13.77459934,1,Easy,14,102,54,44,High
9199,15,Male,Europe,RPG,3.146993268,0,Medium,3,57,50,14,Low
9200,26,Female,Europe,RPG,14.44848506,0,Hard,5,175,75,7,Medium
9201,19,Male,USA,Action,13.20646467,0,Easy,13,14,71,48,High
9202,46,Female,Europe,RPG,9.581422959,0,Easy,16,84,26,29,Medium
9203,23,Female,Asia,Sports,16.82033324,0,Medium,5,88,55,39,Medium
9204,49,Male,Asia,Simulation,13.04654124,0,Easy,14,159,45,28,High
9205,33,Female,Europe,Strategy,20.25525908,0,Easy,12,125,54,26,High
9206,30,Male,USA,RPG,17.44815007,0,Easy,1,74,26,15,Low
9207,17,Male,Asia,Strategy,13.92884178,0,Easy,10,103,94,8,Medium
9208,34,Male,Europe,Action,7.614484635,0,Easy,3,33,10,35,Low
9209,38,Male,Asia,Simulation,0.689955044,1,Medium,7,60,44,1,Medium
9210,47,Female,USA,Action,8.911863427,0,Easy,8,20,68,12,Low
9211,38,Male,Europe,RPG,18.55274688,0,Medium,2,93,30,20,Low
9212,25,Female,Other,Strategy,21.39170309,0,Easy,15,166,12,42,High
9213,22,Male,USA,Action,20.42389703,0,Easy,8,91,87,34,Medium
9214,34,Female,Other,Simulation,8.868238179,1,Medium,1,168,47,23,Low
9215,49,Male,USA,RPG,0.717087644,0,Easy,19,32,72,26,Medium
9216,39,Male,Europe,RPG,22.49966063,1,Easy,18,109,92,28,High
9217,49,Female,Asia,Simulation,16.40766634,0,Easy,14,118,85,21,High
9218,39,Male,USA,Action,11.50950615,0,Easy,9,76,25,4,Medium
9219,43,Female,Asia,Strategy,18.68207057,0,Easy,4,169,78,5,Medium
9220,32,Male,USA,Simulation,2.146500572,0,Easy,6,172,33,43,Medium
9221,32,Male,Europe,Action,2.087579756,0,Medium,18,179,42,3,High
9222,16,Female,Asia,Sports,16.97257123,0,Medium,10,138,90,8,Medium
9223,49,Female,USA,Action,1.623253182,0,Easy,17,27,33,38,Medium
9224,30,Male,USA,Action,1.17858398,0,Medium,4,170,45,20,Medium
9225,47,Female,Other,Sports,17.28669761,0,Easy,14,150,50,30,High
9226,18,Male,Asia,Simulation,17.79411288,0,Easy,3,118,61,45,Medium
9227,47,Male,Asia,Simulation,9.906987204,0,Medium,1,82,14,48,Low
9228,28,Male,Europe,Action,9.398654753,0,Easy,2,121,82,19,Low
9229,35,Female,Asia,Sports,10.60853361,0,Easy,19,164,61,47,High
9230,34,Male,Other,Strategy,8.856054522,0,Easy,15,70,26,29,Medium
9231,22,Male,Europe,Action,10.7076807,0,Easy,1,140,81,30,Low
9232,21,Female,Asia,Strategy,4.453186249,0,Medium,0,146,58,37,Low
9233,17,Male,USA,RPG,14.01574792,1,Easy,11,23,4,7,Low
9234,31,Male,Europe,Simulation,12.40908859,1,Easy,11,87,88,34,Medium
9235,47,Male,USA,Action,15.97203304,0,Easy,4,76,69,43,Medium
9236,26,Male,Europe,Action,4.381658635,0,Easy,3,68,5,2,Low
9237,36,Male,USA,Sports,2.133162209,1,Hard,2,71,91,13,Low
9238,36,Male,USA,Sports,19.34566528,0,Easy,13,160,3,0,High
9239,44,Male,USA,RPG,21.69847262,0,Hard,15,101,24,7,Medium
9240,22,Male,Europe,Sports,4.129688542,0,Hard,1,122,90,42,Medium
9241,41,Female,Europe,Strategy,9.984728802,1,Easy,12,61,88,42,Medium
9242,41,Female,USA,Sports,17.4047744,0,Hard,1,26,42,24,Low
9243,48,Female,Other,Sports,12.58693165,0,Easy,18,79,52,1,Medium
9244,35,Male,USA,Action,13.60565767,0,Easy,10,65,96,15,Medium
9245,44,Male,Asia,Sports,8.210817815,0,Medium,10,63,54,20,Medium
9246,47,Female,USA,Action,2.879435536,0,Medium,10,36,6,27,Medium
9247,42,Female,USA,Strategy,23.05222849,1,Easy,11,144,49,41,High
9248,47,Male,USA,RPG,17.84181543,0,Hard,3,88,56,41,Medium
9249,19,Male,Other,RPG,7.702088004,1,Medium,2,159,17,32,Medium
9250,33,Female,Asia,Action,17.1542798,0,Easy,3,57,62,9,Low
9251,18,Male,USA,RPG,9.378216853,0,Medium,1,95,40,32,Low
9252,49,Male,USA,Sports,4.68090412,0,Medium,0,75,7,36,Medium
9253,31,Male,Europe,Simulation,16.26928822,0,Easy,17,52,94,9,Medium
9254,42,Female,USA,Simulation,9.852658243,0,Easy,7,107,96,26,Medium
9255,44,Female,Other,Simulation,2.763290353,1,Easy,17,174,82,2,Low
9256,43,Female,Asia,Simulation,8.012559139,0,Hard,19,33,92,15,Medium
9257,20,Female,Asia,Sports,9.38250383,0,Hard,5,68,15,43,Medium
9258,49,Male,USA,Strategy,9.289914071,1,Easy,9,42,68,14,Medium
9259,38,Female,USA,Strategy,13.72198451,0,Easy,15,165,71,8,High
9260,43,Male,Other,RPG,10.48438858,1,Medium,12,10,56,38,Low
9261,45,Male,Europe,Sports,17.76928153,1,Medium,18,66,47,0,Medium
9262,49,Female,Europe,RPG,14.95271716,0,Medium,17,65,5,47,Medium
9263,47,Male,Europe,RPG,12.58329194,0,Easy,9,140,7,36,Low
9264,35,Male,USA,Strategy,18.28915432,0,Hard,11,56,63,9,Medium
9265,46,Female,Asia,Simulation,22.35674885,0,Medium,4,28,28,35,Low
9266,37,Female,Other,Action,5.387593848,1,Easy,6,104,76,18,Medium
9267,47,Male,USA,Sports,18.9805408,0,Medium,17,14,93,36,Medium
9268,17,Male,USA,Simulation,10.33863815,0,Medium,0,60,25,32,Low
9269,32,Male,USA,RPG,13.60619708,0,Medium,17,44,71,37,Medium
9270,39,Female,USA,Action,19.71662579,0,Medium,17,57,47,33,Medium
9271,45,Male,USA,Simulation,13.3375237,1,Easy,0,121,20,26,Low
9272,17,Female,USA,Strategy,4.374306506,0,Medium,2,93,77,7,Low
9273,38,Male,USA,Sports,23.46098143,0,Medium,0,146,48,27,Low
9274,46,Male,Europe,Strategy,20.18244182,1,Easy,8,92,95,49,Medium
9275,36,Male,Asia,RPG,2.522310038,0,Easy,2,146,3,34,Low
9276,37,Male,Other,RPG,4.106261083,1,Easy,2,14,69,38,Low
9277,16,Female,USA,Simulation,8.45386728,0,Medium,10,127,77,37,High
9278,41,Female,Europe,RPG,11.3563364,0,Easy,10,87,77,38,Medium
9279,16,Male,Europe,Action,3.895109262,0,Easy,0,24,50,36,Low
9280,40,Male,Europe,Action,10.77077731,1,Hard,1,145,60,25,High
9281,31,Female,Asia,RPG,10.72118306,0,Easy,5,158,66,29,Medium
9282,47,Male,USA,Simulation,6.159609307,0,Hard,7,162,91,11,Medium
9283,23,Female,USA,Action,3.541564329,1,Easy,14,12,75,43,Medium
9284,43,Male,USA,Sports,3.840848787,0,Easy,2,179,1,38,Medium
9285,40,Male,USA,Simulation,19.94475853,1,Easy,10,101,11,39,High
9286,49,Male,Europe,Simulation,19.0875944,0,Easy,8,87,13,28,Medium
9287,39,Male,USA,Action,0.472841994,0,Easy,7,146,39,19,Medium
9288,38,Male,USA,RPG,5.210175559,1,Hard,6,59,30,7,Medium
9289,27,Female,USA,Strategy,0.673669432,0,Easy,16,124,7,45,High
9290,21,Male,USA,Sports,3.292908002,0,Medium,1,45,89,43,Low
9291,34,Male,USA,Strategy,1.860823618,0,Hard,4,20,19,19,Low
9292,15,Male,Europe,Simulation,18.29624062,0,Hard,12,56,80,46,Medium
9293,22,Female,USA,Action,8.546766153,0,Hard,16,71,22,1,Medium
9294,30,Female,Other,RPG,16.818169,0,Easy,2,44,75,24,Low
9295,28,Female,USA,Simulation,12.91949268,0,Easy,17,82,68,31,High
9296,26,Male,USA,Sports,5.898375472,0,Easy,11,55,44,1,Medium
9297,37,Female,USA,Simulation,11.93293468,1,Easy,12,79,40,5,Medium
9298,29,Female,Europe,Sports,5.566517908,0,Easy,11,107,93,46,Medium
9299,42,Male,Europe,RPG,8.241367744,0,Hard,18,107,76,8,High
9300,48,Male,Other,Sports,21.14203727,0,Easy,12,178,39,39,High
9301,16,Female,USA,Sports,19.57225029,0,Medium,13,45,83,27,Medium
9302,46,Male,USA,Action,10.51095235,0,Medium,9,108,83,48,Medium
9303,37,Male,Asia,RPG,4.023194951,1,Medium,15,70,24,36,Medium
9304,36,Male,Asia,Simulation,3.823081812,0,Easy,19,43,11,25,Medium
9305,39,Male,USA,Simulation,15.61414245,0,Medium,0,158,7,48,Low
9306,36,Male,Asia,RPG,11.87200804,1,Hard,2,86,97,11,Low
9307,36,Female,Europe,Strategy,12.82216115,0,Medium,7,156,81,34,Medium
9308,20,Female,USA,RPG,1.817118829,0,Medium,6,168,52,30,Medium
9309,29,Male,USA,RPG,9.104945684,1,Easy,12,28,7,1,Low
9310,47,Male,Europe,Sports,8.897970309,1,Easy,5,46,81,38,Medium
9311,22,Female,Asia,Sports,6.459650707,0,Easy,0,133,68,32,Low
9312,19,Female,USA,Sports,18.13175286,0,Easy,5,64,25,7,Low
9313,18,Male,USA,Simulation,3.213938504,1,Easy,6,83,14,47,Medium
9314,20,Female,USA,Action,18.92112379,0,Easy,2,64,54,25,Low
9315,46,Female,Asia,Strategy,2.079493865,0,Easy,16,77,69,32,Medium
9316,44,Male,USA,Sports,3.738603376,0,Medium,8,125,12,46,Medium
9317,49,Male,Europe,Strategy,12.62787625,0,Hard,10,69,53,6,Medium
9318,30,Male,Asia,Strategy,13.86505721,0,Medium,6,79,38,17,Medium
9319,27,Female,Asia,Action,23.22145139,1,Medium,0,39,94,36,Low
9320,44,Male,Europe,Action,14.54505335,0,Hard,6,160,77,48,Medium
9321,33,Male,Europe,Simulation,13.53312739,0,Easy,12,21,75,6,Low
9322,31,Male,Europe,RPG,4.511941869,0,Medium,1,166,28,37,Low
9323,33,Female,Europe,Action,2.059984769,0,Medium,9,56,38,7,Medium
9324,42,Male,USA,Sports,18.96468631,1,Medium,11,70,92,2,Medium
9325,40,Female,Europe,RPG,18.56687506,1,Hard,14,94,47,47,High
9326,40,Female,USA,Strategy,10.16705815,0,Easy,15,80,46,46,Medium
9327,37,Female,Europe,Simulation,1.872398685,0,Medium,15,23,86,27,Medium
9328,23,Female,Asia,RPG,11.54265126,0,Easy,10,174,63,3,High
9329,26,Male,Europe,Action,9.623277972,0,Easy,16,66,95,44,Medium
9330,15,Female,Europe,Strategy,17.64640285,0,Hard,16,96,96,41,High
9331,15,Female,Asia,RPG,13.77315733,0,Medium,15,167,14,9,High
9332,48,Female,Europe,Action,3.388289791,0,Hard,8,87,82,44,Medium
9333,46,Female,USA,Strategy,4.274060785,0,Hard,13,74,98,37,Medium
9334,39,Female,Europe,Action,3.563117222,0,Hard,4,114,75,25,Medium
9335,15,Male,USA,Strategy,8.047579746,0,Easy,15,173,5,19,High
9336,30,Male,USA,Sports,6.717982343,0,Medium,17,48,72,48,Medium
9337,19,Male,Europe,Sports,6.207654393,1,Easy,14,161,27,40,High
9338,36,Male,USA,Simulation,10.77518439,1,Medium,13,73,71,41,Medium
9339,43,Female,Asia,Strategy,19.91109834,1,Hard,2,138,62,8,Low
9340,17,Male,Europe,Simulation,7.519514192,0,Medium,4,151,15,22,Medium
9341,26,Male,USA,Action,7.052429875,1,Hard,9,104,55,45,Medium
9342,40,Female,USA,Simulation,11.16956288,0,Medium,2,64,63,1,Low
9343,30,Female,USA,RPG,7.530653875,0,Easy,7,91,37,27,Medium
9344,36,Female,USA,Action,14.64792296,0,Easy,18,60,10,35,Medium
9345,43,Female,Asia,Simulation,1.623975015,0,Medium,3,177,2,12,Medium
9346,28,Male,USA,RPG,5.473668328,0,Medium,14,44,68,6,Medium
9347,42,Female,Europe,Action,18.0237461,0,Easy,7,32,98,32,Medium
9348,19,Male,Asia,Strategy,20.78943147,0,Easy,4,113,15,5,Medium
9349,44,Female,Europe,Simulation,10.08418647,0,Hard,4,92,21,19,Medium
9350,19,Male,USA,Action,5.706652627,0,Easy,4,72,25,46,Medium
9351,26,Female,Asia,Simulation,8.479900853,0,Medium,15,81,83,42,Medium
9352,30,Female,Europe,Strategy,19.77530023,1,Medium,9,41,84,15,Medium
9353,40,Male,Europe,Strategy,14.87213844,0,Easy,17,34,46,12,Medium
